ID,BlendProperty1,BlendProperty2,BlendProperty3,BlendProperty4,BlendProperty5,BlendProperty6,BlendProperty7,BlendProperty8,BlendProperty9,BlendProperty10
1,-0.22502894699573517,0.1956385225057602,0.564163088798523,0.6670041084289551,0.34570086002349854,0.6741093397140503,0.5644927620887756,0.37208646535873413,-0.22395257651805878,0.2751058042049408
2,-0.5990791320800781,-0.5722280144691467,-1.1270647048950195,0.12496577203273773,-0.7343873381614685,-0.1186465471982956,-1.2043167352676392,-1.2252675294876099,-0.3544004261493683,0.019829893484711647
3,1.6202653646469116,0.9815286993980408,0.9997668266296387,1.052097201347351,2.458216905593872,1.746802568435669,1.0557060241699219,1.63682222366333,0.2567586302757263,2.166543960571289
4,-0.21587705612182617,0.33589157462120056,0.6724944710731506,-0.6499813199043274,1.967328667640686,-0.5243468880653381,0.653009295463562,1.6513968706130981,0.6916463375091553,-0.8732426166534424
5,0.12478625029325485,-1.0000241994857788,1.1105149984359741,0.5365534424781799,2.4367966651916504,0.13395054638385773,1.0625865459442139,-0.29355132579803467,-0.4860996603965759,0.9157559871673584
6,-1.3252547979354858,-1.6973999738693237,0.5419692397117615,-1.5293304920196533,0.00858484860509634,-1.5630661249160767,0.4846460223197937,-0.02513691782951355,-0.8407390713691711,0.0662635937333107
7,1.302206039428711,0.34491783380508423,0.19188718497753143,-0.00885862112045288,-0.10884656012058258,0.5171670317649841,0.19772498309612274,0.3126135468482971,1.118875503540039,0.30685311555862427
8,1.9062477350234985,1.1548892259597778,0.8116946220397949,1.209404706954956,-1.5511459112167358,1.4809060096740723,0.8925046920776367,1.1410657167434692,1.5040467977523804,0.6075260043144226
9,1.197562575340271,1.054397702217102,1.028731107711792,1.4934816360473633,-0.5440528392791748,0.8183576464653015,1.0602670907974243,0.14112906157970428,1.0136221647262573,0.8920588493347168
10,-1.1949182748794556,-0.8954612016677856,-1.9852638244628906,-0.6982848644256592,-1.2027727365493774,-0.6504583358764648,-2.0790088176727295,0.06418544799089432,-0.44553613662719727,-1.4377940893173218
11,0.030987361446022987,0.4384445548057556,0.8082367181777954,0.33822113275527954,1.8514165878295898,-0.3459899127483368,0.8438937664031982,-0.09322265535593033,-0.8862013816833496,0.7576733231544495
12,1.2181445360183716,0.6402004361152649,0.8129069209098816,-0.457032710313797,1.128753662109375,0.22275353968143463,0.6884382963180542,0.986727237701416,-0.2856757640838623,1.04486882686615
13,0.5995868444442749,-0.49448761343955994,0.8946800231933594,0.0482730008661747,-1.3764780759811401,1.8933569192886353,0.9292784333229065,0.9333096742630005,1.4003453254699707,1.8121390342712402
14,-0.08939187228679657,0.5956275463104248,0.7043132781982422,-0.8659316897392273,2.5894718170166016,-0.36327147483825684,0.6595084071159363,0.2777477502822876,-0.9273490905761719,-0.37388718128204346
15,0.5012416839599609,2.042505979537964,0.6044764518737793,1.7038922309875488,-0.20639245212078094,0.3289557695388794,0.6249634027481079,0.8455443382263184,0.5489146709442139,-0.46056225895881653
16,0.07770498096942902,-0.7835595011711121,0.7346944212913513,-0.7518779635429382,0.5782063603401184,-0.9296256899833679,0.871074914932251,-0.003241332247853279,-1.4718866348266602,0.11459308117628098
17,-1.5146018266677856,-1.3247578144073486,-0.17279963195323944,-1.5693641901016235,-0.7930852174758911,-0.07564028352499008,-0.1784316450357437,-0.9200915098190308,-0.20433256030082703,-1.3903971910476685
